album_,artists_,track_name,release_year,release_month,duration_min,explicit,popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,status
Matters of the Heart,Akwaboah,Matters of the Heart,2018,May,4.52955,False,14,0,1,3,0.605,0.596,0.6559999999999999,0.0,0.982,-6.117999999999999,0.0364,0.38799999999999996,109.859,hit
As Promised,King Promise,Abena,2019,July,4.076916667,False,37,11,1,4,0.44799999999999995,0.747,0.6659999999999999,6.9e-06,0.0974,-4.607,0.0331,0.9309999999999999,104.00299999999999,hit
I Won't Wait,Joey B,A Little Bit Longer (as made famous by Jonas Brothers),2008,September,3.353783333,False,0,0,1,4,0.307,0.266,0.444,5.78e-06,0.113,-7.843,0.032,0.276,155.597,non_hit
Da Revolution,R2Bees,A Dey Mad,2009,July,3.972,False,16,5,0,4,0.25,0.715,0.725,0.0,0.32,-4.124,0.0396,0.96,102.963,hit
Against,Ofori Amponsah,Gina,2019,April,3.961033333,False,1,0,1,4,0.634,0.777,0.596,0.0,0.102,-4.603,0.0519,0.715,95.02799999999999,non_hit
Janesis,Efya,Make I Love You,2016,April,2.877566667,False,1,3,0,4,0.37799999999999995,0.755,0.885,0.00176,0.16699999999999998,-3.715,0.12,0.644,124.012,non_hit
Tokrom,Daddy Lumba,Odo Beba Na Mewu - Remix,2017,January,8.043783333,False,21,11,1,4,0.35200000000000004,0.7879999999999999,0.698,0.0,0.078,-4.321000000000001,0.0582,0.82,95.96600000000001,hit
Foundation,Shatta Wale,No More,2015,March,3.457783333,False,1,8,0,4,0.33899999999999997,0.818,0.638,0.0,0.081,-8.939,0.154,0.857,97.02799999999999,non_hit
Break Through,Bisa Kdei,Mobro,2016,January,2.3005166669999997,False,11,4,0,5,0.0524,0.731,0.508,0.0365,0.141,-12.578,0.0956,0.37200000000000005,126.60600000000001,hit
"R2Bees, Vol. 2",R2Bees,It's Alright,2017,August,4.071616667,True,16,11,0,4,0.268,0.88,0.5870000000000001,0.0,0.0904,-5.7170000000000005,0.0448,0.815,104.899,hit
Ayefro Ntefere,Ofori Amponsah,Adakatia,2010,August,6.075333333,False,0,6,0,4,0.0354,0.8029999999999999,0.792,0.0,0.0508,-3.1039999999999996,0.0616,0.8,95.999,non_hit
Samini,Samini,Philo,2019,January,5.4844,False,1,1,1,4,0.18600000000000003,0.76,0.888,0.0,0.27399999999999997,-4.324,0.0381,0.96,108.985,non_hit
Bonyfied,Ebony,Turn on the Light,2017,December,3.1038,True,21,6,0,4,0.239,0.677,0.5489999999999999,0.0,0.166,-4.547,0.0893,0.65,149.822,hit
Bonyfied,Ebony,Hustle (feat. Brella),2017,December,2.721533333,True,33,10,1,4,0.0103,0.84,0.878,0.000157,0.18100000000000002,-5.395,0.0484,0.877,150.041,hit
Highest,Sarkodie,Pain Killer - Bonus Track,2017,September,3.507366667,True,41,4,0,4,0.55,0.856,0.768,0.0186,0.0649,-3.88,0.0553,0.935,102.025,hit
Ratri,Jupitar,Om Namah Shivay,2008,September,4.796666667,False,0,7,1,4,0.267,0.743,0.616,8.89e-06,0.158,-7.896,0.066,0.473,137.04399999999998,non_hit
Daddy Lumba Essentials,Daddy Lumba,Biribi Gyegye Wo,2012,March,6.249366667,False,11,1,1,4,0.196,0.684,0.7390000000000001,1.33e-06,0.0595,-12.936,0.0361,0.93,97.185,hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Nananom Flow,2016,September,3.165166667,False,0,1,1,4,0.0936,0.672,0.8959999999999999,0.0,0.13,-3.109,0.305,0.536,94.26799999999999,non_hit
MMM (Money Making Machine),MC Galaxy,Bounce It - Remix,2017,May,3.93385,False,30,6,0,4,0.182,0.623,0.8009999999999999,0.0,0.308,-4.362,0.28800000000000003,0.51,103.57799999999999,hit
Asem Beba Dabi,Obrafour,Just Got,2018,May,5.0062166669999995,False,0,2,0,4,0.14400000000000002,0.8079999999999999,0.804,0.0,0.21100000000000002,-3.7110000000000003,0.11800000000000001,0.91,89.99600000000001,non_hit
The Plug,Medikal,Just Like You,2019,July,3.227766667,True,29,5,0,4,0.11599999999999999,0.835,0.588,0.0,0.0847,-8.642000000000001,0.318,0.6970000000000001,96.064,hit
Re-Vee-Lation,MzVee,Borkor Borkor,2015,September,3.54285,False,0,0,0,4,0.0928,0.7559999999999999,0.8009999999999999,0.0,0.0722,-3.577,0.163,0.804,104.976,non_hit
Bonyfied,Ebony,Real,2017,December,4.053783333,False,15,1,1,4,0.855,0.556,0.19399999999999998,0.0,0.0792,-11.005999999999998,0.0444,0.39299999999999996,120.671,hit
Ghana Old Skuul Mix,Reggie Zippy,Aso,2013,February,5.82355,False,28,9,0,4,0.14800000000000002,0.7120000000000001,0.8079999999999999,3.55e-06,0.0513,-7.995,0.0464,0.953,115.99600000000001,hit
The Versatile Show,Okyeame Kwame,Mr Versatile,2012,January,4.862216667,False,1,0,1,4,0.29100000000000004,0.802,0.828,0.0,0.10400000000000001,-4.3180000000000005,0.10400000000000001,0.703,101.98299999999999,non_hit
Answers (The Hybrid),Shatta Wale,Tonite,2014,March,4.3828833330000005,True,1,9,0,4,0.188,0.8440000000000001,0.642,8.149999999999999e-05,0.0686,-5.362,0.183,0.8440000000000001,124.939,non_hit
Solid Ground,Asem,No More Kpayor,2012,February,4.02025,False,0,10,0,4,0.266,0.828,0.935,0.0,0.0186,-1.3840000000000001,0.302,0.955,99.995,non_hit
Bar 4,E.L,Nina,2017,November,5.001583333,False,1,1,1,4,0.124,0.608,0.68,0.0,0.22399999999999998,-8.499,0.28300000000000003,0.369,81.993,non_hit
KaakitUp,Kaakie,"Thank You, Lord",2016,December,3.53125,False,1,0,1,4,0.29600000000000004,0.682,0.486,0.0,0.17600000000000002,-7.279,0.0339,0.528,136.034,non_hit
Thanks Giving,Bisa Kdei,Aseda,2014,January,3.627766667,False,11,10,1,4,0.604,0.457,0.515,0.0,0.142,-7.746,0.0436,0.313,135.915,hit
Daddy Lumba Essentials,Daddy Lumba,Ɔdɔ Mfa Me Nkɔ,2012,March,4.268416666999999,False,10,1,1,4,0.455,0.619,0.657,0.0,0.127,-8.786,0.0759,0.785,85.68700000000001,hit
Highest,Sarkodie,Love Yourself,2017,September,3.0,True,24,8,0,4,0.358,0.835,0.644,1.54e-06,0.105,-8.362,0.145,0.642,103.954,hit
Shay On You,Wendy Shay,Highlife,2019,January,3.35325,False,32,11,1,4,0.429,0.802,0.723,0.0909,0.0578,-4.184,0.0386,0.934,94.001,hit
"Sarkodie, Vol. 1",Sarkodie,U Go Kill Me,2017,August,4.37205,False,11,9,0,4,0.276,0.884,0.8220000000000001,0.0,0.1,-5.756,0.165,0.879,118.971,hit
For My Brothers,Ko-Jo Cue,Muddy Story,2019,November,3.636366667,False,13,9,0,4,0.7509999999999999,0.779,0.5579999999999999,0.0,0.0872,-8.883,0.17,0.516,93.74700000000001,hit
Bonyfied,Ebony,Ediot,2017,December,3.004533333,True,13,2,1,4,0.0405,0.6679999999999999,0.629,4.7499999999999996e-05,0.171,-8.951,0.245,0.6659999999999999,106.98,hit
As Promised,King Promise,Obee esh3,2019,July,3.15385,False,27,5,0,4,0.0658,0.948,0.7070000000000001,1.44e-06,0.0757,-6.939,0.0797,0.845,104.014,hit
T.I.N.A.,Fuse ODG,Azonto,2014,January,3.870933333,False,48,6,1,4,0.11699999999999999,0.888,0.9229999999999999,0.0,0.0522,-3.516,0.13699999999999998,0.945,125.985,hit
Foundation,Shatta Wale,Dem a Pree,2015,March,4.006883333,False,1,1,1,5,0.0384,0.649,0.772,0.0,0.268,-5.03,0.473,0.262,107.411,non_hit
T.I.N.A.,Fuse ODG,Over,2014,January,2.515283333,False,18,1,0,4,0.436,0.597,0.662,0.0,0.386,-3.861,0.14400000000000002,0.667,84.809,hit
Solid Ground,Asem,Show Something (Remix Clean),2012,February,3.29535,False,0,7,1,4,0.022000000000000002,0.757,0.8540000000000001,0.0,0.087,-3.865,0.303,0.4,116.95100000000001,non_hit
T.I.N.T.,Efya,Weather 4 Two,2014,January,3.875783333,False,0,9,0,4,0.7979999999999999,0.445,0.337,4.39e-05,0.37,-12.651,0.0882,0.321,90.208,non_hit
Gifted,Flowking Stone,Ohene,2016,September,5.3692,False,1,5,0,4,0.253,0.7340000000000001,0.764,0.0,0.348,-5.542000000000001,0.0356,0.8059999999999999,123.006,non_hit
Hunger & Thirst: The Mixtape,D-Black,No Air (feat. Wisa Greid),2017,December,2.4729333330000003,False,0,5,0,4,0.509,0.9,0.763,3.53e-06,0.0987,-4.296,0.0855,0.7829999999999999,106.009,non_hit
Ayefro Ntefere,Ofori Amponsah,Mrs. Foowaah,2010,August,6.110216667,False,0,10,1,4,0.0222,0.8079999999999999,0.7759999999999999,0.0,0.214,-5.827999999999999,0.179,0.8809999999999999,104.03200000000001,non_hit
Nte Tee Pa,Obrafour,Who Jah Bless Instrumental,2018,May,5.0008,False,0,3,0,4,0.297,0.828,0.474,0.597,0.127,-5.482,0.0509,0.8290000000000001,109.99799999999999,non_hit
Sarkology,Sarkodie,Pon D Ting (feat. Banky W),2014,January,4.19745,False,25,11,0,5,0.0783,0.618,0.831,0.0,0.0847,-5.041,0.272,0.626,128.328,hit
Against All Odds,Eazzy,Rock Dis Party (feat. Kwaw Kese),2014,December,3.790633333,True,0,0,1,4,0.185,0.812,0.863,0.0,0.105,-1.386,0.25,0.746,120.069,non_hit
Fakye,Nana Quame,Otanhunu,2015,April,5.430883333,False,0,1,1,4,0.0667,0.679,0.6859999999999999,0.0117,0.0681,-7.651,0.0324,0.43799999999999994,94.99799999999999,non_hit
Waist & Power,4x4,Waist & Power,2012,May,5.094483333,False,19,0,1,4,0.0319,0.545,0.735,1.67e-06,0.257,-4.1160000000000005,0.157,0.8320000000000001,126.895,hit
Books & Rhymes,Edem,The One,2020,February,3.95015,False,0,4,0,4,0.23399999999999999,0.635,0.943,0.0,0.0953,-3.928,0.31,0.636,134.642,non_hit
Ayefro Ntefere,Ofori Amponsah,Honey - Remix,2010,August,5.314666667,False,1,9,1,4,0.188,0.8079999999999999,0.75,0.0,0.0752,-4.043,0.0639,0.883,105.03200000000001,non_hit
I Won't Wait,Joey B,20s,2008,September,4.39245,False,0,0,1,4,0.36,0.6940000000000001,0.53,3.9e-05,0.11599999999999999,-11.432,0.0313,0.7859999999999999,144.969,non_hit
Shatta Wale,Shatta Wale,Ayoo,2017,August,2.77115,False,33,7,1,5,0.24600000000000002,0.519,0.777,0.0,0.107,-5.487,0.34600000000000003,0.7390000000000001,66.958,hit
Rapperholic,Sarkodie,U Go Kill Me (feat. El),2012,February,3.760433333,False,27,9,0,4,0.121,0.863,0.8859999999999999,1.07e-06,0.06,-2.656,0.0796,0.7809999999999999,118.96799999999999,hit
As Promised,King Promise,"Selfish, Pt. 2",2019,July,4.3085,False,32,9,0,4,0.188,0.7979999999999999,0.654,0.0,0.0729,-4.697,0.0461,0.892,103.98899999999999,hit
Time 4 Me,Becca,Stomp It Up,2013,May,4.016666667,False,0,10,0,4,0.158,0.95,0.747,0.000773,0.05,-6.622999999999999,0.0741,0.9059999999999999,114.99600000000001,non_hit
Bonyfied,Ebony,Aseda,2017,December,3.315833333,False,30,11,0,4,0.163,0.8809999999999999,0.782,0.000127,0.0642,-5.183,0.0507,0.965,105.09899999999999,hit
Ratri,Jupitar,Seshnishwas,2008,September,4.142883333,False,0,5,0,4,0.040999999999999995,0.768,0.773,0.0,0.156,-8.338,0.0542,0.376,130.002,non_hit
Matters of the Heart,Akwaboah,Me Pa Wo Kyew,2018,May,3.534,False,15,11,1,4,0.33,0.499,0.621,0.0,0.106,-5.547000000000001,0.33,0.8390000000000001,83.397,hit
Da Revolution,R2Bees,Ghetto,1905,July,3.941333333,True,0,11,0,4,0.33299999999999996,0.505,0.91,0.0,0.5670000000000001,-4.338,0.11800000000000001,0.6509999999999999,147.056,non_hit
T.I.N.A.,Fuse ODG,Thinking About U,2014,January,3.2688,False,35,5,1,4,0.129,0.6859999999999999,0.905,0.0,0.156,-3.3280000000000003,0.031,0.865,99.912,hit
Black Love,Sarkodie,Lucky (feat. Rudeboy),2019,December,4.461,True,38,10,1,4,0.392,0.841,0.731,0.0,0.0703,-5.8,0.243,0.7120000000000001,103.934,hit
Wonder Boy,Shatta Wale,California,2019,October,3.398533333,False,17,11,0,4,0.126,0.835,0.657,0.0,0.131,-6.65,0.309,0.639,107.87700000000001,hit
Epistles of Mama,Stonebwoy,My Way,2018,June,4.820466667,False,21,7,1,4,0.192,0.878,0.602,0.0,0.205,-6.132000000000001,0.0607,0.627,121.96600000000001,hit
Reign,Shatta Wale,Amount,2018,October,3.012683333,False,12,5,0,4,0.529,0.778,0.7929999999999999,0.0,0.365,-5.443,0.222,0.705,124.024,hit
Tofa,Obrafour,Nyamekye,2018,April,5.0046666669999995,False,1,8,1,4,0.233,0.69,0.943,0.0,0.13,-4.493,0.151,0.9470000000000001,114.97399999999999,non_hit
Golden Boy,Kojo Funds,Stallin',2018,September,3.4899,True,32,10,0,4,0.221,0.601,0.747,0.0,0.113,-5.563,0.39899999999999997,0.593,98.771,hit
Site 15,R2Bees,Over,2019,March,3.9410000000000003,False,43,7,1,4,0.0632,0.763,0.713,0.0,0.0459,-6.077000000000001,0.0984,0.9079999999999999,107.63799999999999,hit
Sardine,Ofori Amponsah,Lovi Lovi,2020,February,4.327616667,False,1,10,0,4,0.262,0.785,0.73,0.000271,0.107,-10.096,0.044000000000000004,0.8059999999999999,106.08,non_hit
Rasta Flex,Shatta Wale,Ghetto Soldier,2015,April,3.229116667,False,0,10,1,4,0.209,0.703,0.669,0.0,0.16399999999999998,-5.224,0.0783,0.43,120.075,non_hit
Asew,Ofori Amponsah,Medo,2007,September,4.90355,False,10,9,1,4,0.193,0.721,0.6859999999999999,0.14800000000000002,0.10800000000000001,-10.808,0.0441,0.621,104.26799999999999,hit
The Return of Kofi B,Ofori Amponsah,Wonti,2007,August,5.033333333,False,11,10,1,4,0.115,0.779,0.633,0.00021099999999999998,0.10300000000000001,-8.441,0.0407,0.86,100.016,hit
New Africa Nation,Fuse ODG,Asem Aba (Issues),2019,March,3.6370166669999997,False,18,1,1,4,0.54,0.583,0.8370000000000001,0.0,0.134,-7.156000000000001,0.155,0.711,98.92,hit
"Sarkodie, Vol. 2",Sarkodie,MMMP,2017,August,3.950166667,False,10,7,1,4,0.158,0.871,0.6459999999999999,0.0,0.17,-5.7620000000000005,0.247,0.228,110.031,hit
Meprawo,Ofori Amponsah,Wako Asi,2007,August,5.489333332999999,False,1,4,0,4,0.109,0.812,0.815,0.0125,0.0491,-5.773,0.0478,0.38799999999999996,113.583,non_hit
Bo Wonsem Ma Me,Eazzy,Dreaming,2013,December,4.25,True,0,0,0,4,0.21600000000000003,0.8290000000000001,0.6829999999999999,2.65e-05,0.295,-8.451,0.0609,0.727,99.995,non_hit
Rasta Flex,Shatta Wale,Valeria,2015,April,3.6981666669999997,False,1,9,0,4,0.035,0.539,0.727,0.0,0.16899999999999998,-6.649,0.509,0.821,80.939,non_hit
Me Ma Afa Wotrim Ne,Daddy Lumba,Osoo Me so Bone,2004,January,5.308,False,18,0,1,4,0.625,0.7490000000000001,0.835,0.16399999999999998,0.11,-7.789,0.0395,0.9009999999999999,110.209,hit
Sarkology,Sarkodie,Down on One (feat. Fuse Odg),2014,January,3.783833333,False,31,9,0,4,0.115,0.841,0.894,3.66e-06,0.0394,-3.696,0.105,0.9670000000000001,128.983,hit
MMM (Money Making Machine),MC Galaxy,Intro Comedy Skit,2017,May,1.002666667,False,0,0,1,4,0.81,0.532,0.27899999999999997,0.0,0.32899999999999996,-9.805,0.0998,0.46399999999999997,126.87299999999999,non_hit
Daddy Lumba Essentials,Daddy Lumba,Ɛnidaso Wohɔ Ɛma Wo,2012,March,5.308516667,False,10,1,1,4,0.0115,0.784,0.528,0.0159,0.0646,-9.356,0.076,0.5329999999999999,103.15299999999999,hit
As Promised,King Promise,Tokyo,2019,July,3.746883333,False,48,2,0,4,0.21,0.78,0.667,3.56e-06,0.28,-5.103,0.0385,0.758,105.009,hit
"Gifted, Vol. 2",Flowking Stone,My Place,2018,December,3.5196,False,1,5,1,4,0.0393,0.78,0.701,2.51e-06,0.133,-5.919,0.0422,0.5479999999999999,108.00200000000001,non_hit
Tokrom,Daddy Lumba,Give & Take,2017,January,4.861116667,False,18,9,1,4,0.517,0.74,0.91,2.13e-06,0.0995,-4.22,0.0539,0.884,119.994,hit
Wemix 114 - Italy Electro Tech House,Intellectual,Clickno Anthem - Rhadoo Tech House Mix,2008,September,6.790966667,False,0,2,1,4,0.0302,0.88,0.603,0.9309999999999999,0.1,-10.821,0.322,0.1,123.85600000000001,non_hit
Rockstar,Kuami Eugene,My Time,2018,December,3.1111166669999997,False,23,1,1,4,0.106,0.7,0.8170000000000001,1.46e-06,0.10800000000000001,-4.492,0.0435,0.6809999999999999,107.962,hit
The Ghana Connection,D-Black,Miracle,2020,February,3.4403333330000003,True,0,2,1,4,0.597,0.616,0.715,0.0,0.252,-6.321000000000001,0.302,0.37200000000000005,78.81,non_hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Somtin Dey,2016,September,3.2424,True,0,9,1,4,0.6459999999999999,0.8909999999999999,0.713,0.0,0.0506,-5.871,0.20800000000000002,0.929,104.975,non_hit
Nowhere Cool,M.anifest,Nowhere Cool,2016,September,4.381733333000001,False,12,11,0,3,0.0623,0.536,0.855,0.0,0.17300000000000001,-5.32,0.24600000000000002,0.6459999999999999,89.92200000000001,hit
Thanks Giving,Bisa Kdei,Atomesu (feat. Paa Quesi),2014,January,3.8263,False,10,0,1,4,0.708,0.555,0.768,0.0,0.084,-4.752,0.201,0.9440000000000001,94.686,hit
Books & Rhymes,Edem,Weed and Liquor,2020,February,3.262266667,False,0,9,0,4,0.0788,0.435,0.809,0.0,0.36700000000000005,-4.727,0.348,0.598,159.94,non_hit
Books & Rhymes,Edem,Ghana,2020,February,3.79995,False,0,3,1,4,0.191,0.8590000000000001,0.7879999999999999,2.31e-06,0.0923,-4.531000000000001,0.122,0.965,111.961,non_hit
Fisherman Waves,Gasmilla,Odo Yewu,2019,March,3.7033,False,11,0,1,4,0.0495,0.685,0.785,0.00715,0.0487,-3.287,0.0419,0.9520000000000001,140.05200000000002,hit
Janesis,Efya,2 Chairs,2016,April,4.0257,False,1,0,0,4,0.555,0.596,0.40700000000000003,0.0,0.128,-6.683,0.0319,0.359,106.837,non_hit
Paul Amatem,Ofori Amponsah,Joe Boy,2008,December,4.251333333,False,1,5,1,4,0.5479999999999999,0.727,0.882,7.48e-06,0.0935,-3.5060000000000002,0.0629,0.846,114.037,non_hit
Answers (The Hybrid),Shatta Wale,G3,2014,March,3.3702166669999998,True,1,6,1,5,0.17800000000000002,0.6509999999999999,0.853,0.0,0.145,-4.365,0.46399999999999997,0.805,120.25299999999999,non_hit
We Speed 2,Magnom,Bounce,2018,June,2.8202,False,0,9,0,4,0.244,0.845,0.595,0.0,0.402,-4.817,0.24100000000000002,0.48,74.994,non_hit
"R2Bees, Vol. 2",R2Bees,Tinchy,2017,August,0.29911666670000003,True,0,0,1,4,0.0538,0.48200000000000004,0.6579999999999999,7.53e-05,0.115,-13.277999999999999,0.249,0.978,127.64299999999999,non_hit
T.I.N.A.,Fuse ODG,Million Pound Girl (Badder Than Bad),2014,January,4.102083333,False,52,1,1,4,0.0762,0.608,0.932,0.0,0.0572,-1.311,0.0752,0.722,199.99,hit
For My Brothers,Ko-Jo Cue,Agoro,2019,November,3.405233333,False,12,1,1,5,0.196,0.5920000000000001,0.6990000000000001,0.00048600000000000005,0.0872,-3.4160000000000004,0.0708,0.716,125.368,hit
Solid Ground,Asem,Bye Bye,2012,February,5.09605,False,19,11,1,4,0.465,0.812,0.8109999999999999,0.0,0.163,-3.866,0.115,0.757,112.995,hit
Rasta Flex,Shatta Wale,Me Breda,2015,April,3.7871666669999997,False,1,7,1,1,0.11800000000000001,0.496,0.721,0.0,0.192,-5.832999999999999,0.433,0.8109999999999999,77.642,non_hit
Fisherman Waves,Gasmilla,Ak3somorshi,2019,March,3.293166667,False,22,6,0,4,0.258,0.897,0.89,0.0,0.441,-2.859,0.105,0.9309999999999999,130.034,hit
Million Miles Mixtape,Shatta Wale,Winning Team,2015,March,3.29355,False,1,6,0,4,0.068,0.8140000000000001,0.529,1.6e-06,0.0545,-11.418,0.215,0.845,107.116,non_hit
BVR,E.L,Anabelle,2018,October,3.733333333,True,1,6,1,4,0.201,0.8640000000000001,0.742,0.0,0.107,-6.046,0.3,0.522,85.949,non_hit
Odwo,Ofori Amponsah,Homeless,2007,November,4.362666667,False,1,10,1,3,0.605,0.335,0.221,0.0,0.48200000000000004,-11.335,0.0338,0.409,112.353,non_hit
Reign,Shatta Wale,Bend Over,2018,October,3.872033333,False,16,7,1,4,0.364,0.81,0.727,0.0,0.096,-5.144,0.275,0.847,99.456,hit
Sugar,KiDi,For Better For Worse,2019,May,2.984133333,False,32,9,1,4,0.735,0.415,0.29600000000000004,0.0,0.51,-8.067,0.0298,0.264,125.493,hit
The Switch,Eddie Khae,Ohemaa,2019,September,2.794633333,False,1,0,0,4,0.256,0.703,0.741,8.24e-06,0.28,-4.947,0.0595,0.733,104.911,non_hit
Sarkology,Sarkodie,Original,2014,January,4.124383333,False,12,0,1,4,0.0944,0.597,0.903,0.0,0.19399999999999998,-3.82,0.161,0.14800000000000002,118.311,hit
Break Through,Bisa Kdei,Kakape,2016,January,2.5325833330000003,False,13,4,1,4,0.606,0.8059999999999999,0.5539999999999999,0.000269,0.0915,-7.699,0.39899999999999997,0.725,126.833,hit
Green Times Mixtape,Shatta Wale,Sm Empire,2014,March,5.434216667,False,1,8,0,5,0.10400000000000001,0.627,0.528,0.0,0.361,-9.551,0.392,0.768,126.70100000000001,non_hit
Epistles of Mama,Stonebwoy,Praises,2018,June,3.1138,False,20,7,0,4,0.307,0.622,0.42200000000000004,0.0,0.0816,-8.982999999999999,0.22899999999999998,0.545,84.068,hit
Highlife Konnect,Bisa Kdei,Aban,2018,April,3.20305,False,15,3,1,4,0.645,0.629,0.45799999999999996,0.0,0.122,-6.551,0.0939,0.848,95.081,hit
The Switch,Eddie Khae,Lobi,2019,September,3.5217166669999997,False,1,1,0,4,0.6940000000000001,0.8190000000000001,0.486,1.9e-05,0.0865,-8.287,0.0789,0.665,99.973,non_hit
Unveiling,Becca,Beshiwo,2017,August,3.662783333,False,13,0,1,4,0.135,0.764,0.8170000000000001,0.0,0.0505,-4.966,0.226,0.768,108.088,hit
Wtc,4x4,Up and Down (Remix),2009,January,5.120883333,True,0,2,1,4,0.0206,0.8170000000000001,0.73,0.0,0.0509,-7.472,0.237,0.863,77.994,non_hit
Ghana Old Skuul Mix,Reggie Zippy,Virgin,2013,February,5.560583332999999,False,17,0,1,4,0.213,0.8640000000000001,0.8109999999999999,2.49e-05,0.0531,-4.379,0.0432,0.973,118.992,hit
Books & Rhymes,Edem,Intro,2020,February,2.838633333,False,0,9,0,4,0.652,0.449,0.625,0.0,0.075,-6.763,0.0452,0.313,138.983,non_hit
Against All Odds,Eazzy,Bad 2 Da Bone,2014,December,3.219583333,True,0,0,1,4,0.138,0.622,0.802,1e-05,0.31,-3.449,0.335,0.6659999999999999,132.02,non_hit
Rasta Flex,Shatta Wale,Outro,2015,April,2.6354666669999998,False,0,0,0,4,0.0926,0.8109999999999999,0.674,0.0,0.359,-6.8229999999999995,0.45799999999999996,0.879,90.17200000000001,non_hit
Epistles of Mama,Stonebwoy,Mama (Sax Version),2018,June,3.59575,False,16,0,0,5,0.135,0.6509999999999999,0.527,0.191,0.0651,-9.398,0.11800000000000001,0.645,111.863,hit
Re-Vee-Lation,MzVee,Unbreakable,2015,September,3.559133333,False,0,11,0,4,0.159,0.35700000000000004,0.736,0.0,0.0764,-5.827999999999999,0.0745,0.688,185.787,non_hit
4word,4x4,Person No Dey Sati,2013,December,3.326716667,False,0,6,0,4,0.239,0.84,0.8240000000000001,0.0,0.14800000000000002,-1.655,0.0454,0.9620000000000001,129.976,non_hit
Waist & Power,4x4,Do Right,2012,May,6.229333333,False,1,0,1,4,0.0211,0.7809999999999999,0.703,0.0,0.0579,-7.407,0.0731,0.9279999999999999,152.039,non_hit
Tofa,Obrafour,Dee Dee Ko,2018,April,5.0008,False,0,0,1,4,0.309,0.5379999999999999,0.89,0.00011899999999999999,0.16699999999999998,-5.26,0.268,0.898,201.792,non_hit
The Versatile Show,Okyeame Kwame,Odo Wohe,2012,January,4.87155,False,1,0,1,4,0.0629,0.753,0.7070000000000001,0.0,0.0759,-11.164000000000001,0.0652,0.855,109.992,non_hit
DeYaaa,Kwamz & Flava,Gaga,2014,November,3.2004333330000003,False,13,7,1,4,0.0050100000000000006,0.633,0.667,0.0,0.0978,-8.139,0.326,0.603,122.978,hit
Re-Vee-Lation,MzVee,My Time,2015,September,3.303033333,False,0,3,0,4,0.691,0.47200000000000003,0.84,0.0,0.32799999999999996,-2.9619999999999997,0.125,0.769,164.82299999999998,non_hit
T.I.N.A.,Fuse ODG,Antenna - UK Club Mix,2014,January,3.7125,False,45,10,0,4,0.0224,0.787,0.937,0.000101,0.0446,-1.632,0.0488,0.823,127.999,hit
Otoolege,Ofori Amponsah,Otoolege,2010,November,6.682666667,False,33,11,0,4,0.2,0.8009999999999999,0.778,0.0,0.0852,-7.779,0.0541,0.851,109.962,hit
Sugar,Becca,I Love You,2007,November,5.0286666669999995,False,1,10,1,4,0.47200000000000003,0.7170000000000001,0.636,0.000454,0.27399999999999997,-7.399,0.0374,0.6990000000000001,89.99799999999999,non_hit
"Gifted, Vol. 2",Flowking Stone,Crab Song - Okoto,2018,December,4.327266667,False,1,7,1,4,0.8370000000000001,0.614,0.402,0.0,0.0841,-7.215,0.0817,0.78,109.882,non_hit
Foundation,Shatta Wale,Police Chase,2015,March,3.751116667,False,0,6,1,4,0.128,0.603,0.7090000000000001,0.0,0.364,-8.378,0.486,0.807,119.475,non_hit
AfroSupa,Article Wan,Afa,2019,September,3.81955,False,1,9,0,3,0.18100000000000002,0.762,0.773,1.73e-05,0.11599999999999999,-4.462,0.0736,0.909,76.679,non_hit
Matters of the Heart,Akwaboah,Number One,2018,May,3.8568,False,16,7,1,4,0.369,0.769,0.895,0.0020399999999999997,0.0605,-4.311,0.0348,0.9309999999999999,102.976,hit
Lige Nu,M.anifest,Jeg Går Hele Vejen,2013,November,3.1303333330000003,False,0,4,0,4,0.0328,0.778,0.7290000000000001,2.02e-05,0.043,-7.442,0.0351,0.963,136.993,non_hit
The Volta Regime,Edem,Lom Nava,2009,May,5.096933333,False,1,0,1,4,0.115,0.748,0.7440000000000001,0.0,0.247,-7.952999999999999,0.109,0.895,109.027,non_hit
Thanks Giving,Bisa Kdei,Party De Go,2014,January,3.0857333330000003,False,19,8,1,4,0.0919,0.728,0.841,9.83e-05,0.115,-4.225,0.162,0.8009999999999999,134.916,hit
Matters of the Heart,Akwaboah,Hold Me Down,2018,May,3.624883333,False,20,10,1,4,0.39299999999999996,0.778,0.49700000000000005,1.67e-06,0.11699999999999999,-7.747000000000001,0.0691,0.406,89.993,hit
Ayefro Ntefere,Ofori Amponsah feat. Aziz Koyate,Kora,2010,August,2.29755,False,0,10,1,3,0.43200000000000005,0.615,0.45,3.83e-06,0.165,-10.585,0.07400000000000001,0.502,132.72299999999998,non_hit
Highest,Sarkodie,Far Away,2017,September,4.606683333,True,26,7,1,4,0.3,0.7829999999999999,0.494,0.0,0.0733,-9.29,0.0385,0.736,109.02799999999999,hit
Ratri,Jupitar,Vrmi,2008,September,7.8251166670000005,False,0,0,1,4,0.087,0.599,0.691,0.000182,0.11,-7.961,0.0578,0.43700000000000006,134.916,non_hit
