album_,artists_,track_name,release_year,release_month,duration_min,explicit,popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,status
Nte Tee Pa,Obrafour,Odo Ama,2018,May,2.4102333330000003,False,0,8,1,4,0.147,0.799,0.718,0.11199999999999999,0.08900000000000001,-2.853,0.0479,0.945,115.016,non_hit
Ahenfo Kyiniye,Daddy Lumba,Gyabi Wu a Gyabi Te Ase,2017,January,4.421333333,False,0,6,1,4,0.207,0.852,0.695,0.0,0.214,-6.516,0.0536,0.909,102.527,non_hit
Thanks Giving,Bisa Kdei,Odo Carpenter,2014,January,3.2555333330000003,False,24,6,1,4,0.64,0.6890000000000001,0.759,0.00878,0.0777,-4.383,0.0347,0.828,105.965,hit
T.I.N.A.,Fuse ODG,Office Work,2014,January,4.391666667,False,19,1,0,4,0.196,0.863,0.935,0.0,0.0516,-4.477,0.0506,0.669,114.007,hit
Daddy Lumba Essentials,Daddy Lumba,Makoma Ho Toffee,2012,March,6.366033333,False,13,5,1,4,0.127,0.7190000000000001,0.996,0.0485,0.044000000000000004,-3.145,0.0612,0.877,110.355,hit
I Won't Wait,Joey B,I'm Yours (as made famous by Jason Mraz),2008,September,3.947333333,False,0,11,1,4,0.556,0.644,0.44299999999999995,0.0,0.26,-9.037,0.0687,0.591,75.668,non_hit
Mature by Nature,Magnom,My Baby (feat. Joey B),2017,February,3.1466,False,43,2,0,4,0.384,0.82,0.531,0.0013800000000000002,0.0862,-4.593999999999999,0.342,0.9620000000000001,178.067,hit
The Switch,Eddie Khae,Switch Up (INTRO),2019,September,1.6096166669999998,False,1,10,0,4,0.0616,0.772,0.604,0.000149,0.139,-8.748,0.0672,0.5589999999999999,100.073,non_hit
T.I.N.T.,Efya,This Life,2014,January,2.4788666669999997,False,1,11,0,4,0.515,0.6809999999999999,0.898,0.0,0.0809,-5.395,0.287,0.647,101.913,non_hit
Epistles of Mama,Stonebwoy,Same God,2018,June,3.63625,False,19,5,0,4,0.594,0.552,0.691,0.0,0.24600000000000002,-3.47,0.0645,0.8220000000000001,88.37,hit
AfroSupa,Article Wan,Spiritual Paper,2019,September,3.318,False,1,5,1,4,0.6890000000000001,0.716,0.6559999999999999,0.0,0.32299999999999995,-7.081,0.0699,0.603,105.994,non_hit
AfroSupa,Article Wan,Baba Do Am,2019,September,3.07755,False,1,7,1,3,0.44,0.696,0.5760000000000001,0.0,0.105,-6.989,0.0413,0.705,150.236,non_hit
Da Revolution,R2Bees,Ibi Love,1905,July,4.7131166669999995,False,1,5,0,4,0.20600000000000002,0.6779999999999999,0.8490000000000001,0.0,0.21600000000000003,-5.06,0.10400000000000001,0.89,164.018,non_hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,All In,2016,September,5.4204,True,0,5,0,4,0.251,0.593,0.877,0.0,0.349,-2.77,0.242,0.5539999999999999,80.374,non_hit
I Won't Wait,Joey B,The End (as made famous by Andrew F),2008,September,3.13645,False,0,4,1,4,0.0037,0.45399999999999996,0.929,0.0,0.738,-4.131,0.0389,0.8109999999999999,79.452,non_hit
MMM (Money Making Machine),MC Galaxy,Chap Chap,2017,May,3.8611,False,0,3,0,4,0.0871,0.6459999999999999,0.8140000000000001,0.0008560000000000001,0.11,-5.4,0.10099999999999999,0.7040000000000001,115.029,non_hit
Live From Nkrumah Krom Vol II: Home Run,Kwesi Arthur,Pray For Me,2019,April,3.266883333,True,24,1,1,4,0.605,0.585,0.28600000000000003,0.000123,0.149,-10.052,0.0461,0.247,119.181,hit
Foundation,Shatta Wale,Test Drive,2015,March,3.56355,False,1,1,1,5,0.026000000000000002,0.5429999999999999,0.805,0.0,0.52,-5.604,0.28,0.307,130.034,non_hit
Refuse to Be Broke: Da Revolution 2,R2Bees,Dance (feat. Wiz Kid),2017,July,4.607783333,False,23,0,1,4,0.00881,0.7390000000000001,0.9540000000000001,0.0,0.0421,-2.209,0.047,0.915,130.994,hit
Ebony,Ebony,Everyone's Heart Gets Broken,1974,January,3.292216667,False,1,9,1,3,0.573,0.5770000000000001,0.457,9.059999999999999e-05,0.19,-9.716000000000001,0.0274,0.7390000000000001,125.22200000000001,non_hit
The Plug,Medikal,Spartacus,2019,July,3.188183333,True,10,4,0,3,0.221,0.551,0.496,0.0,0.21,-9.369,0.358,0.309,100.75399999999999,hit
Darryl,Joey B,Chorkor Special,2017,June,2.2288666669999997,False,27,9,0,4,0.14,0.875,0.608,0.14800000000000002,0.0658,-8.814,0.244,0.9690000000000001,146.995,hit
Wonder Boy,Shatta Wale,Bad Man,2019,October,3.489783333,False,24,9,1,4,0.263,0.7490000000000001,0.745,6.29e-05,0.535,-6.861000000000001,0.207,0.805,100.001,hit
Hunger & Thirst: The Mixtape,D-Black,6 Waves,2017,December,4.339366667,False,0,2,0,4,0.696,0.45399999999999996,0.444,0.000472,0.222,-10.068,0.434,0.13699999999999998,82.291,non_hit
The Versatile Show,Okyeame Kwame,Don't Judge Me,2012,January,5.13,False,0,1,1,4,0.152,0.5870000000000001,0.787,0.0,0.107,-4.993,0.0663,0.619,100.02,non_hit
Janesis,Efya,Gingam Too Much,2016,April,3.820783333,False,1,0,1,4,0.205,0.655,0.892,1.75e-06,0.128,-2.78,0.0454,0.813,103.02,non_hit
Rapperholic,Sarkodie,Where Did I Go Wrong (feat. Efya),2012,February,4.482433333,False,12,7,0,4,0.0538,0.5489999999999999,0.847,0.0,0.262,-5.35,0.322,0.532,144.898,hit
Smoke & Mirrors,D-Black,Lights In The Sky,2019,June,3.574366667,True,0,10,0,4,0.33799999999999997,0.679,0.433,0.00044,0.114,-9.715,0.401,0.36700000000000005,151.234,non_hit
As Promised,King Promise,Hangover,2019,July,3.017783333,False,28,5,1,5,0.0281,0.611,0.505,0.0,0.0676,-7.766,0.23399999999999999,0.573,126.166,hit
Rasta Flex,Shatta Wale,Rasta Flex,2015,April,4.764733333,False,1,8,0,4,0.0497,0.778,0.695,0.0,0.36700000000000005,-3.234,0.0761,0.519,99.751,non_hit
Gifted,Flowking Stone,Ye Gyinam,2016,September,3.2232,False,0,7,1,4,0.609,0.612,0.736,0.0,0.14,-3.07,0.242,0.38799999999999996,70.007,non_hit
Sugar,Becca,Hey Baa,2007,November,4.828983333,False,1,11,0,4,0.61,0.809,0.879,0.157,0.106,-7.48,0.0632,0.9259999999999999,124.01,non_hit
Bar 4,E.L,Scuicide Note,2017,November,3.749883333,True,1,8,1,4,0.515,0.575,0.609,2.24e-06,0.131,-9.894,0.501,0.45799999999999996,159.53799999999998,non_hit
"R2Bees, Vol.1",R2Bees,Deborah Vanessa,2017,August,3.58825,True,16,11,0,4,0.055,0.8270000000000001,0.841,0.000145,0.0699,-2.917,0.129,0.9059999999999999,127.969,hit
Black Love,Sarkodie,Feelings (feat. Maleek Berry),2019,December,3.684883333,True,37,4,1,4,0.11800000000000001,0.5429999999999999,0.773,0.0,0.379,-7.541,0.377,0.621,101.006,hit
New Africa Nation,Fuse ODG,Island,2019,March,3.666666667,False,31,9,0,4,0.0683,0.74,0.94,0.0,0.0745,-3.07,0.183,0.63,95.96799999999999,hit
Answers (The Hybrid),Shatta Wale,Dancehall King,2014,March,3.662216667,True,23,1,1,4,0.541,0.7929999999999999,0.937,0.0,0.0695,-3.562,0.0553,0.973,124.009,hit
Black Love,Sarkodie,Saara (feat. Efya),2019,December,3.332533333,False,35,7,1,4,0.251,0.685,0.71,1.0199999999999999e-05,0.0905,-4.6530000000000005,0.052000000000000005,0.7829999999999999,109.162,hit
Daddy Lumba Essentials,Daddy Lumba,Menya Mpo,2012,March,5.006366667,False,26,0,1,4,0.0716,0.862,0.636,0.0,0.0556,-9.502,0.132,0.8220000000000001,100.98899999999999,hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Fuck Wit My Dreams,2016,September,4.415133333,True,0,6,1,4,0.207,0.787,0.631,0.0,0.0838,-6.63,0.242,0.75,144.092,non_hit
The Versatile Show,Okyeame Kwame,White Wedding,2012,January,4.232883333,False,1,4,0,4,0.635,0.732,0.467,0.0,0.214,-11.31,0.109,0.5529999999999999,87.94,non_hit
Million Miles Mixtape,Shatta Wale,Woe Man Ner,2015,March,5.069333333,False,1,7,0,4,0.449,0.623,0.708,0.0,0.193,-2.539,0.0923,0.868,104.288,non_hit
Seaside Nitendo,Magnom,Open Your Mind Inside,2019,February,2.37115,False,1,8,1,4,0.853,0.536,0.7490000000000001,0.0198,0.743,-4.2330000000000005,0.37799999999999995,0.5529999999999999,129.74,non_hit
Highest,Sarkodie,Come To Me,2017,September,4.108333333,True,16,2,1,4,0.43700000000000006,0.61,0.51,3.27e-05,0.0763,-8.408999999999999,0.23800000000000002,0.561,99.105,hit
Epistles of Mama,Stonebwoy,Odo Bi,2018,June,3.45295,False,27,10,0,3,0.436,0.5489999999999999,0.618,0.0,0.11,-5.688,0.405,0.6679999999999999,71.403,hit
Hunger & Thirst: The Mixtape,D-Black,Wo Mia Me (feat. Shatta Wale),2017,December,3.850016667,False,1,1,1,4,0.489,0.905,0.8370000000000001,7.3e-06,0.493,-5.659,0.214,0.763,127.98899999999999,non_hit
MMM (Money Making Machine),MC Galaxy,Comedy Skit,2017,May,1.191566667,False,0,1,0,1,0.691,0.745,0.716,0.0,0.0968,-7.297000000000001,0.884,0.767,86.81700000000001,non_hit
Golden Boy,Remedee,"Creepin Up (The Come Up)[feat.Kojo Funds, Yxng Bane & Masicka]",2018,September,3.178283333,True,30,4,0,4,0.349,0.644,0.723,0.0,0.16399999999999998,-6.452999999999999,0.506,0.799,106.831,hit
Ayefro Ntefere,Ofori Amponsah,Mabo Nehodam,2010,August,4.18045,False,0,0,1,4,0.16399999999999998,0.715,0.902,0.0,0.0875,-3.358,0.0938,0.899,115.98299999999999,non_hit
Ghana Old Skuul Mix,Reggie Zippy,Araba,2013,February,5.82355,False,13,9,0,4,0.14800000000000002,0.7120000000000001,0.8079999999999999,3.55e-06,0.0513,-7.995,0.0464,0.953,115.99600000000001,hit
Against,Ofori Amponsah,Fa B3 Worso,2019,April,3.38485,False,1,10,1,4,0.0536,0.737,0.838,0.0,0.0615,-4.611000000000001,0.0574,0.9640000000000001,130.02100000000002,non_hit
Break Through,Bisa Kdei,Bra Bisa,2016,January,2.100266667,False,11,10,0,4,0.47,0.855,0.589,0.00021,0.0804,-8.879,0.165,0.613,105.044,hit
Answers (The Hybrid),Shatta Wale,Funny Man,2014,March,3.29355,True,1,9,1,4,0.00455,0.517,0.535,0.0,0.0624,-5.004,0.109,0.0966,130.47299999999998,non_hit
Bonyfied,Ebony,Scream,2017,December,3.200016667,False,13,8,1,5,0.272,0.428,0.662,0.0,0.24100000000000002,-4.6739999999999995,0.156,0.7879999999999999,66.992,hit
Fakye,Nana Quame,Fabo?M,2015,April,4.777116667,False,0,3,0,4,0.0059700000000000005,0.44299999999999995,0.755,0.00145,0.0469,-9.843,0.0934,0.638,144.946,non_hit
We Speed 2,Magnom,Stress Free,2018,June,3.114566667,False,1,4,0,4,0.243,0.7959999999999999,0.755,1.34e-06,0.3,-1.597,0.0489,0.767,147.959,non_hit
Up a Road Mixtape,Shatta Wale,Thru Mi,2015,January,2.891116667,False,0,2,1,4,0.221,0.7,0.654,0.0,0.0286,-9.067,0.39399999999999996,0.8079999999999999,103.958,non_hit
The Return of Kofi B,Ofori Amponsah,Akua Ataa,2007,August,5.529116667,False,17,2,0,4,0.0439,0.804,0.8029999999999999,5.629999999999999e-05,0.34299999999999997,-8.367,0.126,0.732,117.02799999999999,hit
Against All Odds,Eazzy,Emergency,2014,December,4.062766667,True,0,7,0,4,0.0496,0.705,0.958,5.67e-05,0.12,-2.641,0.0543,0.726,120.05,non_hit
The Volta Regime,Edem,Skit 11,2009,May,0.5137333332999999,False,0,4,1,4,0.27699999999999997,0.42100000000000004,0.207,0.0,0.139,-22.045,0.0802,0.19,199.907,non_hit
Green Times Mixtape,Shatta Wale,She Need a Lawyer,2014,March,2.760216667,False,0,6,0,5,0.28600000000000003,0.5760000000000001,0.6509999999999999,0.0,0.0864,-5.861000000000001,0.38,0.575,140.234,non_hit
Highlife Konnect,Bisa Kdei,1924,2018,April,4.23445,False,17,7,0,4,0.5379999999999999,0.6809999999999999,0.73,0.00099,0.0831,-6.8,0.0441,0.85,135.056,hit
Re-Vee-Lation,MzVee,Re-Vee-Lation,2015,September,3.393333333,False,0,0,0,4,0.0249,0.599,0.8109999999999999,0.0,0.33299999999999996,-4.441,0.0663,0.8109999999999999,150.047,non_hit
Sugar,KiDi,Adiepena,2019,May,3.2629333330000003,False,38,7,0,4,0.317,0.727,0.7609999999999999,0.0,0.32,-6.3660000000000005,0.0453,0.773,102.87299999999999,hit
For My Brothers,Ko-Jo Cue,You Alone,2019,November,4.24615,False,13,9,1,4,0.757,0.753,0.621,2.59e-06,0.12,-6.763999999999999,0.15,0.299,129.967,hit
For My Brothers,Ko-Jo Cue,Dzo,2019,November,3.478366667,False,32,8,1,4,0.655,0.745,0.639,0.00847,0.0762,-5.5920000000000005,0.139,0.466,92.189,hit
Mary,Sarkodie,Giant Steps (feat. Chase),2015,September,4.2777,False,10,6,1,4,0.46299999999999997,0.631,0.853,0.0,0.135,-4.187,0.22399999999999998,0.716,93.40700000000001,hit
Odwo,Ofori Amponsah,Kwame K,2007,November,4.779116667,False,25,1,1,4,0.0766,0.83,0.74,0.0006519999999999999,0.0461,-8.634,0.10400000000000001,0.932,117.98200000000001,hit
Smoke & Mirrors,D-Black,Tha Bounce,2019,June,2.952716667,True,0,6,0,4,0.401,0.907,0.57,0.33299999999999996,0.0973,-6.093,0.201,0.368,92.005,non_hit
Daddy Lumba Essentials,Daddy Lumba,Wabaso,2012,March,6.5341,False,11,1,1,4,0.521,0.721,0.851,7.19e-06,0.10300000000000001,-4.246,0.0423,0.763,107.965,hit
Sarkology,Sarkodie,Rap Attack (feat. Vector),2014,January,3.9896,False,12,2,0,4,0.39299999999999996,0.715,0.9470000000000001,0.00128,0.0966,-2.5860000000000003,0.0726,0.802,90.23,hit
Otoolege,Ofori Amponsah,Ababio,2010,November,5.455116667,False,12,5,1,4,0.0942,0.8420000000000001,0.605,0.000196,0.0486,-8.795,0.0624,0.972,121.21700000000001,hit
Azingele Remixed (feat. SK Blinks),Ruff-N-Smooth,Azingele - Daniel Klauser Remix,2011,May,4.861916667,False,1,6,0,4,0.534,0.626,0.588,1.6100000000000002e-05,0.0821,-7.7410000000000005,0.0867,0.804,126.031,non_hit
Pen & Paper,Ko-Jo Cue,Up & Awake,2017,November,2.507583333,False,15,2,1,4,0.0988,0.73,0.616,0.0,0.0988,-5.513,0.135,0.397,116.095,hit
After the Storm,Shatta Wale,Dancehall King,2016,May,3.8339,False,10,4,0,3,0.27399999999999997,0.7190000000000001,0.892,0.0,0.155,-4.296,0.231,0.8809999999999999,147.006,hit
Life Is Rough & Smooth,Ruff-N-Smooth,Azingele,2011,April,4.742533333,False,16,1,1,4,0.17600000000000002,0.802,0.737,0.0,0.0865,-7.64,0.0892,0.932,120.01799999999999,hit
Asew,Ofori Amponsah,Asew (Instrumental),2007,September,6.017333333,False,1,6,1,4,0.0156,0.787,0.708,0.65,0.125,-11.279000000000002,0.0453,0.9359999999999999,115.51100000000001,non_hit
Thanks Giving,Bisa Kdei,Metanfo,2014,January,4.034216667,False,21,0,1,4,0.266,0.731,0.682,0.0,0.0588,-5.779,0.0643,0.9259999999999999,99.03,hit
"Sarkodie, Vol. 2",Sarkodie,Sarkcess Story,2017,August,4.6990166669999995,False,10,2,1,4,0.3,0.7120000000000001,0.7829999999999999,0.0,0.0505,-5.47,0.33299999999999996,0.636,160.049,hit
Books & Rhymes,Edem,Room Service,2020,February,4.7508,False,0,6,0,4,0.0667,0.718,0.795,0.0,0.5760000000000001,-4.434,0.0537,0.564,83.00399999999999,non_hit
"Gifted, Vol. 2",Flowking Stone,Run Dem,2018,December,4.113016667,False,1,0,1,4,0.5920000000000001,0.852,0.841,0.0,0.337,-2.897,0.33,0.537,129.985,non_hit
Books & Rhymes,Edem,Bakowabani,2020,February,3.21175,False,0,7,1,4,0.256,0.652,0.925,0.0,0.0765,-4.15,0.391,0.594,143.583,non_hit
AfroSupa,Article Wan,Donkomi,2019,September,3.3113333330000003,False,1,2,1,4,0.162,0.727,0.6829999999999999,0.0,0.10800000000000001,-5.894,0.166,0.6759999999999999,148.071,non_hit
Samini,Samini,Repatriation,2019,January,6.26285,False,0,5,0,4,0.13699999999999998,0.746,0.946,0.0,0.076,-2.76,0.08900000000000001,0.88,109.96799999999999,non_hit
Times & Season,Shatta Wale,False Ripe,2015,March,2.724883333,False,0,7,0,4,0.6629999999999999,0.748,0.95,0.0,0.382,-0.9,0.17,0.9670000000000001,117.939,non_hit
The Shining,Ko-Jo Cue,"Pretty, Please",2016,August,3.3837833330000002,True,1,6,0,4,0.345,0.6920000000000001,0.794,0.0,0.114,-4.311,0.318,0.505,136.826,non_hit
Answers (The Hybrid),Shatta Wale,Crazy Girl,2014,March,3.369333333,True,1,0,0,4,0.276,0.493,0.486,0.00454,0.225,-11.347000000000001,0.0497,0.871,99.941,non_hit
Gifted,Flowking Stone,Breaking Me Down,2016,September,5.412999999999999,False,1,3,0,3,0.259,0.555,0.6890000000000001,0.0,0.064,-4.633,0.2,0.795,153.181,non_hit
Khala,Ofori Amponsah,Auntie muni 2,2010,August,5.104666667,False,1,10,1,4,0.0362,0.746,0.812,0.0,0.0546,-4.622,0.111,0.904,117.03,non_hit
Green Times Mixtape,Shatta Wale,Cheat Pon Dem,2014,March,2.814666667,False,1,4,1,5,0.102,0.675,0.8059999999999999,0.0,0.0679,-5.917000000000001,0.149,0.971,130.184,non_hit
I Won't Wait,Joey B,Somebody's Baby (as made famous by Jackson Browne),2008,September,4.02355,False,0,2,1,4,0.53,0.621,0.622,0.0006360000000000001,0.0958,-7.678,0.0302,0.6729999999999999,120.1,non_hit
Break Through,Bisa Kdei,Sweet,2016,January,2.301383333,False,11,5,1,5,0.45899999999999996,0.6,0.479,2.1e-05,0.0818,-11.370999999999999,0.0681,0.9009999999999999,110.346,hit
After the Storm,Shatta Wale,Like a King,2016,May,3.1556666669999998,False,15,3,0,4,0.106,0.735,0.6779999999999999,0.0,0.326,-5.725,0.285,0.6459999999999999,91.304,hit
Mary,Sarkodie,Always on My Mind (feat. Obrafour),2015,September,4.787683333,False,22,9,1,4,0.434,0.68,0.63,0.0,0.0812,-4.584,0.114,0.45,82.48899999999999,hit
For My Brothers,Ko-Jo Cue,From My Sisters,2019,November,4.047216667,False,11,1,1,4,0.653,0.679,0.435,0.0,0.162,-11.089,0.212,0.419,90.12899999999999,hit
The Return of Kofi B,Ofori Amponsah,Follow Me,2007,August,5.91045,False,10,11,1,4,0.41700000000000004,0.805,0.802,3.75e-06,0.0785,-5.712999999999999,0.0539,0.878,117.964,hit
Bar 2 Mixtape,E.L,Here We Are,2015,August,3.6421666669999997,False,16,8,1,1,0.632,0.511,0.778,0.0,0.0564,-7.686,0.616,0.618,84.07600000000001,hit
Daddy Lumba Essentials,Daddy Lumba,Theresa,2012,March,5.626783333,False,24,10,0,4,0.0689,0.597,0.841,7.92e-05,0.0792,-13.009,0.0727,0.628,118.075,hit
I Won't Wait,Joey B,Behind Sunset,2008,September,4.708216667,False,0,7,1,3,2.34e-05,0.43700000000000006,0.818,0.0348,0.0762,-5.5889999999999995,0.04,0.27,119.898,non_hit
We Speed 2,Magnom,Vibely,2018,June,3.492283333,False,1,1,1,4,0.19,0.9209999999999999,0.7140000000000001,0.0,0.0668,-5.568,0.138,0.603,120.01,non_hit
For My Brothers,Ko-Jo Cue,Never Mind,2019,November,3.962616667,False,13,10,0,4,0.18600000000000003,0.763,0.489,0.0,0.12300000000000001,-9.591000000000001,0.345,0.204,106.839,hit
Answers (The Hybrid),Shatta Wale,Wi Nuh Rate Di Hater,2014,March,3.279116667,True,1,1,1,4,0.185,0.765,0.9,0.0,0.245,-2.6689999999999996,0.19899999999999998,0.664,102.931,non_hit
Highlife Konnect,Bisa Kdei,Asew,2018,April,3.422916667,False,49,11,1,4,0.0995,0.76,0.833,0.000379,0.122,-2.488,0.0421,0.95,126.012,hit
"Gifted, Vol. 2",Flowking Stone,Aseda Skit,2018,December,0.5363666667,False,0,9,1,3,0.919,0.54,0.39899999999999997,0.0,0.247,-7.0920000000000005,0.0727,0.7,127.289,non_hit
The Volta Regime,Edem,Skit 6,2009,May,0.52855,False,1,6,0,5,0.00914,0.748,0.515,0.141,0.0754,-16.167,0.0931,0.247,133.394,non_hit
Ahenfo Kyiniye,Daddy Lumba,Nana Nyankopon Inst.,2002,January,5.135333333,False,1,7,1,4,0.13,0.831,0.784,0.532,0.096,-5.359,0.0402,0.981,129.826,non_hit
Tokrom,Daddy Lumba,Enim a Yedi Di Sika,2017,January,6.541783333,False,23,1,1,4,0.534,0.728,0.8590000000000001,1.4800000000000002e-05,0.0968,-3.66,0.0397,0.727,107.965,hit
Rockstar,Kuami Eugene,Walaahi,2018,December,3.3809166669999997,False,23,2,1,4,0.0397,0.716,0.754,0.00728,0.0941,-5.271,0.0282,0.884,103.02,hit
"R2Bees, Vol.1",R2Bees,Black Plantation,2017,August,4.79305,False,1,11,0,4,0.37799999999999995,0.67,0.863,0.0,0.113,-9.399,0.115,0.884,102.98100000000001,non_hit
Wtc,4x4,Awutsey,2009,January,4.06075,False,1,4,0,4,0.135,0.7959999999999999,0.743,0.0,0.0945,-9.187999999999999,0.28300000000000003,0.879,102.036,non_hit
Mama Grace,Tic,Love Me Now,2019,November,4.136933333,False,1,0,1,4,0.0596,0.9279999999999999,0.7090000000000001,0.0,0.086,-5.53,0.226,0.715,103.01899999999999,non_hit
Time 4 Me,Becca,No Away,2013,May,3.957966667,False,10,2,1,3,0.605,0.541,0.75,0.0,0.326,-4.283,0.0559,0.616,82.542,hit
Emmanuella,Ofori Amponsah,Wiem Shen,2007,August,5.72,False,1,5,0,4,0.204,0.775,0.7879999999999999,0.0,0.0689,-3.346,0.0402,0.96,126.06200000000001,non_hit
Answers (The Hybrid),Shatta Wale,Everybody Like My Ting,2014,March,2.654883333,True,29,6,1,4,0.19699999999999998,0.9570000000000001,0.597,0.0,0.0659,-7.6339999999999995,0.371,0.909,120.0,hit
Odwo,Ofori Amponsah,Babicue - Instrumental,2007,November,5.0528833330000005,False,1,10,1,4,0.0113,0.745,0.61,0.857,0.0949,-9.715,0.0385,0.8079999999999999,110.704,non_hit
T.I.N.A.,Fuse ODG,I'll Be Back,2014,January,4.616666667,False,21,5,0,4,0.00558,0.804,0.83,0.0,0.195,-4.879,0.0352,0.5720000000000001,120.051,hit
Samini,Samini,Rain or Shine,2019,January,4.746,False,0,1,1,4,0.27699999999999997,0.8140000000000001,0.5479999999999999,2.35e-06,0.155,-6.836,0.254,0.903,86.016,non_hit
Gifted,Flowking Stone,We Dey Reign,2016,September,2.9672,False,0,1,0,4,0.619,0.856,0.738,0.0019399999999999999,0.11199999999999999,-5.4,0.0462,0.961,111.971,non_hit
Break Through,Bisa Kdei,You Don't Know Me,2016,January,2.301383333,False,22,11,1,4,0.7609999999999999,0.669,0.557,0.000399,0.0982,-8.6,0.155,0.608,98.65899999999999,hit
The Shining,Ko-Jo Cue,Odeeshi,2016,August,3.427533333,False,1,9,1,4,0.307,0.795,0.718,0.0,0.109,-6.064,0.294,0.7120000000000001,95.036,non_hit
Miss Doctor Remixed,4x4,Miss Doctor - Paul Marmota Remix,2011,January,5.41745,False,1,9,0,4,0.0057,0.899,0.88,0.0655,0.0568,-6.196000000000001,0.26899999999999996,0.499,124.00399999999999,non_hit
Highlife Konnect,Bisa Kdei,Ewiase,2018,April,3.086366667,False,15,3,1,4,0.27699999999999997,0.708,0.505,3.27e-06,0.0934,-7.023,0.249,0.961,196.22799999999998,hit
Pae Mu Ka,Obrafour,Agoro No Aso,2018,April,5.262416667,False,13,4,0,4,0.324,0.7609999999999999,0.7240000000000001,0.0,0.0841,-8.619,0.124,0.738,196.02599999999998,hit
Fakye,Nana Quame,Te Mase,2015,April,5.55645,False,1,1,1,4,0.0543,0.72,0.862,0.00417,0.0562,-9.043,0.0975,0.711,109.95,non_hit
The Volta Regime,Edem,Skit 4,2009,May,0.5137333332999999,False,1,6,0,5,0.0187,0.768,0.604,3.52e-05,0.0731,-16.642,0.11,0.257,133.407,non_hit
The Volta Regime,Edem,Skit 5,2009,May,0.4667166667,False,0,8,1,5,0.00242,0.8220000000000001,0.40299999999999997,2.5e-05,0.0618,-19.061,0.121,0.35700000000000004,133.291,non_hit
Green Times Mixtape,Shatta Wale,Where Mi Deh (Radio Edit),2014,March,4.6,False,0,7,1,5,0.0495,0.5329999999999999,0.8740000000000001,0.0,0.307,-2.7110000000000003,0.349,0.888,142.157,non_hit
4word,4x4,Mokoni,2013,December,3.7903833330000003,False,12,11,0,4,0.371,0.9540000000000001,0.677,5.11e-06,0.0633,-6.231,0.179,0.9129999999999999,131.056,hit
Mama Grace,Tic,London Bridge,2019,November,3.8832166669999997,False,0,8,0,4,0.20800000000000002,0.797,0.8370000000000001,0.0,0.10400000000000001,-4.773,0.0407,0.956,107.009,non_hit
Samini,Samini,African Lady,2019,January,5.1464,False,1,11,1,4,0.254,0.794,0.7440000000000001,0.235,0.344,-12.994000000000002,0.132,0.966,116.01799999999999,non_hit
Bar 2 Mixtape,E.L,Superhero,2015,August,3.191983333,False,48,4,0,4,0.371,0.511,0.665,0.0,0.086,-6.997999999999999,0.32299999999999995,0.359,140.082,hit
Solid Ground,Asem,Show Something (Remix Dirty),2012,February,3.2991666669999997,True,0,7,1,4,0.0188,0.7909999999999999,0.853,0.0,0.0877,-4.042,0.302,0.392,117.061,non_hit
Mass Production,Edem,Wey Tin Rap (feat. Gemini),2011,March,3.678816667,False,0,0,0,4,0.314,0.8490000000000001,0.8540000000000001,0.0,0.16699999999999998,-5.274,0.287,0.8270000000000001,134.998,non_hit
MMM (Money Making Machine),MC Galaxy,Bounce It - Remix,2017,May,3.9350166669999997,False,0,6,0,4,0.193,0.621,0.799,0.0,0.41200000000000003,-4.375,0.3,0.498,103.809,non_hit
Highlife Konnect,Bisa Kdei,Door Mat,2018,April,3.4403333330000003,False,16,5,1,4,0.242,0.867,0.252,0.0,0.0766,-14.323,0.0924,0.893,106.995,hit
Asew,Ofori Amponsah,Honey,2007,September,5.0,False,14,0,0,4,0.12,0.586,0.568,0.0648,0.16899999999999998,-8.745,0.0427,0.6659999999999999,170.08,hit
4word,4x4,Tonight,2013,December,4.2758333330000005,False,0,1,0,4,0.313,0.757,0.7140000000000001,0.0,0.0475,-4.328,0.128,0.731,131.088,non_hit
Wemix 114 - Italy Electro Tech House,New Heart,Beatport - David Martzz Tech House Mix,2008,September,7.26335,False,0,1,0,4,0.00247,0.7879999999999999,0.69,0.87,0.444,-10.957,0.057999999999999996,0.617,125.992,non_hit
Bonyfied,Ebony,Posion (feat. Gatdoe),2017,December,3.699383333,True,21,0,1,5,0.191,0.575,0.581,0.0,0.195,-6.569,0.18899999999999997,0.648,128.804,hit
Khala,Ofori Amponsah,Chemistry,2010,August,5.233783333,False,1,1,1,4,0.043,0.79,0.9420000000000001,0.0,0.0673,-5.591,0.122,0.861,106.99700000000001,non_hit
Sugar,KiDi,Come Thru,2019,May,3.073683333,False,27,9,1,4,0.34700000000000003,0.69,0.639,0.0,0.11800000000000001,-6.212999999999999,0.11900000000000001,0.5529999999999999,95.085,hit
Otoolege,Ofori Amponsah,Abelle,2010,November,5.41555,False,20,0,0,4,0.0533,0.7390000000000001,0.725,0.000608,0.257,-6.104,0.0418,0.95,114.988,hit
